"Severity","Distance.mi.","Description","Start_Lat","Start_Lng","City","County","State","Start_Time","End_Time","Timezone","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Junction","No_Exit","Traffic_Calming","Traffic_Signal","Duration","Time_of_Day"
2,0.012,"MD 109 EAST/WEST AT I-270",39.277726,-77.323567,"Dickerson","Montgomery","MD","2022-07-21 05:35:30","2022-07-21 07:41:56","US/Eastern",77,77,84,29.35,10,"S",10,0,"Mostly Cloudy","False","False","False","False","False","False","False",126.433333333333,"Night"
2,0,"Left lane blocked due to accident on US-45 Southbound at Exit 68 Paradise Dr.",43.397747,-88.192039,"West Bend","Washington","WI","2020-07-26 18:15:33","2020-07-26 19:16:28","US/Central",72,72,100,28.99,10,"WSW",7,0.02,"Rain","False","False","False","False","False","False","False",60.9166666666667,"Evening"
2,0.136,"Stationary traffic on FL-948 from NW 62nd Ave to Fairway Dr due to accident.",25.807442,-80.291205,"Miami","Miami-Dade","FL","2021-10-29 18:05:49","2021-10-29 20:09:11","US/Eastern",83,83,56,29.74,10,"WSW",12,0,"Mostly Cloudy","False","False","False","False","False","False","False",123.366666666667,"Evening"
2,0.897,"Slow traffic on Nimitz Fwy S - I-880 S from CA-92/Jackson St (I-880) to Industrial Pkwy (I-880) due to accident.",37.634979,-122.086963,"Hayward","Alameda","CA","2021-01-26 13:11:30","2021-01-27 02:44:00","US/Pacific",50,50,52,29.9,10,"SSE",12,0,"Cloudy","False","False","False","True","False","False","False",812.5,"Afternoon"
2,0.263,"Stationary traffic on US-1 N from I-95 N to Squire Ln due to accident.",38.547968,-77.340499,"Triangle","Prince William","VA","2021-05-08 06:32:30","2021-05-08 10:55:30","US/Eastern",47,47,83,29.89,10,"W",3,0,"Cloudy","False","False","False","False","False","False","False",263,"Night"
2,1.138,"Slow traffic on Loop 101 W - AZ-101 Loop W - Agua Fria Fwy W from 51st Ave/Exit 20 (Agua Fria Fwy/AZ-101) to 67th Ave/Exit 18 (Agua Fria Fwy/AZ-101) due to accident.",33.668464,-112.1809,"Glendale","Maricopa","AZ","2021-11-16 15:59:30","2021-11-16 17:20:30","US/Mountain",77,77,17,28.26,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",81,"Afternoon"
2,0,"Lane blocked due to accident on Andrews Ave at 60th St.",26.201891,-80.149101,"Fort Lauderdale","Broward","FL","2020-12-15 07:32:33","2020-12-15 08:47:05","US/Eastern",70,70,97,30,10,"CALM",0,0,"Fair","False","False","True","False","False","False","True",74.5333333333333,"Night"
2,0,"Left hand shoulder blocked due to accident on I-95 Southbound at Exit 335 Old St Augustine Rd.",30.140213,-81.538971,"Jacksonville","Duval","FL","2021-02-08 14:30:24","2021-02-08 16:00:07","US/Eastern",68,68,68,30.14,10,"E",9,0,"Mostly Cloudy","False","False","False","False","False","False","False",89.7166666666667,"Afternoon"
2,4.01,"Between Kirk Lane and Gem Lane (3 to 7 miles west of Bayfield) from Mile Point 96 to Mile Point 100. Road closed expect delays due to a crash. Between Gem Lane and Kirk Lane (3 to 7 miles west of Bayfield) from Mile Point 100 to Mile Point 96. Road closed expect delays due to a crash.",37.227003,-107.715489,"Durango","La Plata","CO","2022-12-08 08:02:08","2022-12-08 09:43:13","US/Mountain",21,21,88,23.64,10,"VAR",3,0,"Fair","False","False","False","False","False","False","False",101.083333333333,"Night"
2,0.307,"Stationary traffic from Beaver St (N Sumneytown Pike) to Church Rd/W Point Pike (N Sumneytown Pike) due to accident.",40.213733,-75.287797,"North Wales","Montgomery","PA","2021-10-20 17:51:00","2021-10-20 18:22:00","US/Eastern",47,47,91,29.71,10,"WSW",3,0,"Fair","False","False","False","False","False","False","False",31,"Afternoon"
2,0,"Accident on US-17 Ocean Hwy at Atalaya Rd.",33.508995,-79.076805,"Pawleys Island","Georgetown","SC","2020-04-15 07:39:00","2020-04-15 08:38:25","US/Eastern",63,63,100,29.81,7,"N",7,0,"Light Rain","False","False","False","False","False","False","False",59.4166666666667,"Night"
2,2.072,"Incident on I-81 NB near I-81 Drive with caution.",37.9092156885247,-79.2593085762059,"Raphine","Rockbridge","VA","2021-10-14 23:40:30","2021-10-15 00:55:31","US/Eastern",58,58,94,28.76,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",75.0166666666667,"Night"
2,1.073,"Incident on PINEHURST RD near CANYON RD Expect delays.",37.818492,-122.146646,"Orinda","Contra Costa","CA","2021-07-18 08:08:00","2021-07-18 14:50:56","US/Pacific",63,63,75,29.89,10,"NW",6,0,"Fair","False","False","True","False","False","False","False",402.933333333333,"Night"
2,1.228,"Stationary traffic on Pomona Fwy W - CA-60 W from exit [16] to exit [13] due to accident.",34.0118587,-117.9794848,"Hacienda Heights","Los Angeles","CA","2022-09-10 12:09:30","2022-09-10 13:23:30","US/Pacific",78,78,74,29.77,10,"S",6,0,"Cloudy","False","False","False","False","False","False","False",74,"Afternoon"
2,0.013,"At Clairemont Mesa Blvd/Exit 22 - Accident. Obstruction on roadway {something that does block the road or part of it}.",32.83038,-117.16749,"San Diego","San Diego","CA","2019-10-16 05:55:00","2019-10-16 07:27:30","US/Pacific",62,62,62,29.47,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",92.5,"Night"
2,2.338,"Incident on MT-59 near MM 3 Drive with caution.",46.4361941812208,-105.883022546263,"Miles City","Custer","MT","2021-10-22 06:50:39","2021-10-22 08:08:59","US/Mountain",33,29,96,27.25,0.5,"S",5,0,"Fog","False","False","False","False","False","False","False",78.3333333333333,"Night"
2,4.364,"Slow traffic on Golden State Fwy N - I-5 N from CA-14 (I-5) to McBean Pkwy (I-5) due to accident.",34.341901,-118.526941,"Newhall","Los Angeles","CA","2022-09-18 11:35:00","2022-09-18 15:39:30","US/Pacific",75,75,51,28.98,10,"SE",10,0,"Mostly Cloudy","False","False","False","False","False","False","False",244.5,"Morning"
2,0.478,"Stationary traffic on SC-45 - SC-6 from SC-6 (Trojan Rd/SC-45) to Sandspoint St (SC-6/Old Number Six Hwy/SC-45) due to accident.",33.362727,-80.188631,"Cross","Berkeley","SC","2023-01-05 18:25:11","2023-01-05 18:55:12","US/Eastern",54,54,77,29.98,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",30.0166666666667,"Evening"
2,1.125,"Incident on W I-10 WB near PERKINS RD Drive with caution.",30.440715,-91.215864,"Port Allen","West Baton Rouge","LA","2022-07-01 11:39:00","2022-07-01 12:59:44","US/Central",77,77,83,29.98,7,"WSW",21,0,"Light Rain with Thunder","False","False","False","True","False","False","False",80.7333333333333,"Morning"
2,0.017,"Incident on 58TH ST near UNIVERSITY AVE Drive with caution.",32.748993,-117.072714,"San Diego","San Diego","CA","2022-06-06 11:13:15","2022-06-06 12:32:22","US/Pacific",72,72,66,29.44,10,"WSW",9,0,"Fair","False","False","False","False","False","False","True",79.1166666666667,"Morning"
2,0.321,"Stationary traffic on US-19 N - US-19 S from Quincy St/Pierpont Ave (Adams St/Quincy St/US-19) to CR-17 (Main St/US-19) due to accident.",39.489424,-80.141692,"Fairmont","Marion","WV","2023-02-05 15:35:30","2023-02-05 16:52:00","US/Eastern",55,55,33,28.67,10,"SW",18,0,"Fair","False","False","False","False","False","False","False",76.5,"Afternoon"
2,1.205,"SR60 W / N GARFIELD AVE. PLS START CHP - 1182 BLK'G - WB 60 AT GARFIELD BIG RIG VS TOYT CST VS TOYT PRI BLKING",34.03338,-118.114432,"Monterey Park","Los Angeles","CA","2020-12-08 00:47:00","2020-12-08 02:51:53","US/Pacific",65,65,19,29.9,10,"W",3,0,"Fair","False","False","False","False","False","False","False",124.883333333333,"Night"
2,0,"Two lanes blocked due to accident on US-29 Seminole Trl Southbound at Hydraulic Rd.",38.061989,-78.491623,"Charlottesville","Charlottesville","VA","2019-11-15 10:38:32","2019-11-15 11:48:41","US/Eastern",49,49,36,29.57,10,"E",3,0,"Fair","False","False","True","False","False","False","True",70.15,"Morning"
2,3.128,"Slow traffic on I-70 W - US-40 W - Baltimore National Pike W from MD-75/Exit 62 (I-70) to MD-144/Exit 59 (I-70) due to accident.",39.3812119958907,-77.2694957252633,"New Market","Frederick","MD","2021-12-07 07:50:30","2021-12-07 09:09:30","US/Eastern",34,34,52,29.89,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",79,"Night"
2,0,"Crash on Monroe Rd both ways at Wendover Rd.",35.196751,-80.791283,"Charlotte","Mecklenburg","NC","2022-04-11 19:44:48","2022-04-11 20:29:53","US/Eastern",73,73,29,29.29,10,"SSW",10,0,"Cloudy","False","False","True","False","False","False","True",45.0833333333333,"Evening"
2,0,"At San Pablo Dam Rd - Accident.",37.952867,-122.327994,"San Pablo","Contra Costa","CA","2019-11-13 14:03:00","2019-11-13 15:15:45","US/Pacific",71,71,41,29.88,10,"NW",5,0,"Fair","False","False","False","True","False","False","False",72.75,"Afternoon"
2,0.01,"Accident on Philadelphia Dr at Hillcrest Ave.",39.790916,-84.235085,"Dayton","Montgomery","OH","2016-12-06 11:38:05","2016-12-06 12:07:54","US/Eastern",37.9,32.7,97,29.69,1.5,"NNW",6.9,0.09,"Rain","True","False","False","False","False","False","True",29.8166666666667,"Morning"
2,0,"Lane blocked due to accident on PA-488 Portersville Rd both ways at Wallace Rd.",40.919727,-80.094666,"Portersville","Butler","PA","2018-11-18 19:51:26","2018-11-18 20:20:17","US/Eastern",37,33.3,93,30.18,7,"NNE",4.6,0,"Light Rain","False","False","False","False","False","False","False",28.85,"Evening"
2,0,"Accident on Cameron Rd at Park Center Dr.",30.33873,-97.682289,"Austin","Travis","TX","2020-03-23 17:13:11","2020-03-23 17:57:51","US/Central",82,82,58,29.26,9,"S",12,0,"Partly Cloudy","False","False","False","False","False","False","False",44.6666666666667,"Afternoon"
2,2.558,"Crash on US 322 westbound 1 miles EAST of Exit: PA 655 - BELLEVILLE/REEDSVILLE. There is a lane restriction.",40.6308424470871,-77.5833141800042,"Lewistown","Mifflin","PA","2021-12-14 15:56:00","2021-12-14 18:02:07","US/Eastern",46,44,46,29.13,10,"VAR",6,0,"Fair","False","False","False","False","False","False","False",126.116666666667,"Afternoon"
2,0,"At Lillian St - Accident.",42.02575,-88.31197,"Elgin","Kane","IL","2019-01-30 11:17:17","2019-01-30 11:46:40","US/Central",-20.9,-48.5,63,30.35,8,"WSW",18.4,0,"Clear","False","False","False","False","False","False","True",29.3833333333333,"Morning"
2,0.546,"Slow traffic on I-278 W from 65th Pl/Exit 36 (I-278) to Apollo St/Meeker Ave/Exit 34 (I-278) due to accident.",40.735266,-73.919167,"Woodside","Queens","NY","2021-02-20 08:37:30","2021-02-20 16:24:40","US/Eastern",29,17,61,30.08,10,"WNW",16,0,"Partly Cloudy","False","False","True","False","False","False","False",467.166666666667,"Night"
2,1.012,"Slow traffic on FL-997 from Hainlin Mill Dr/216th St (FL-997) to Eureka Dr/184th St (FL-997) due to accident.",25.5797016619416,-80.4781472679116,"Miami","Miami-Dade","FL","2022-04-21 07:31:00","2022-04-21 08:38:08","US/Eastern",74,74,68,30.17,10,"ENE",10,0,"Fair","False","False","False","False","False","False","True",67.1333333333333,"Night"
2,31.25,"Slow traffic on CA-89 S - I-80 W from Prosser Village Rd (I-80) to Drum Forebay Rd (I-80) due to accident.",39.337419,-120.170678,"Truckee","Nevada","CA","2022-11-08 00:52:30","2022-11-08 05:12:30","US/Pacific",28,19,74,23.92,10,"SSW",10,0,"Cloudy","False","False","False","False","False","False","False",260,"Night"
2,0.334,"Stationary traffic on San Diego Fwy S - I-405 S from Santa Monica Blvd (CA-2) exit [55A] to Venice Blvd exit [52] due to accident.",34.048662,-118.448185,"Los Angeles","Los Angeles","CA","2022-01-21 14:40:30","2022-01-21 18:43:00","US/Pacific",62,62,75,29.76,10,"SSW",5,0,"Fair","False","False","False","False","False","False","False",242.5,"Afternoon"
2,0.034,"Accident on Redwood Hwy - CA-1 S - US-101 S from Rodeo Ave (US-101) to Monte Mar Dr (US-101).",37.85507,-122.493757,"Sausalito","Marin","CA","2023-01-13 07:42:00","2023-01-13 09:53:38","US/Pacific",57,57,74,29.95,4,"ESE",15,0.07,"Light Rain","False","False","False","True","False","False","False",131.633333333333,"Night"
2,0,"Crash on Carowinds Blvd both ways at NC-49 Tryon St.",35.117249,-80.957558,"Charlotte","Mecklenburg","NC","2022-03-03 16:25:57","2022-03-03 16:55:23","US/Eastern",83,83,15,29.22,10,"W",5,0,"Fair","False","False","True","False","False","False","True",29.4333333333333,"Afternoon"
2,2.665,"Stationary traffic on I-278 E from Williamsburg Bridge/Exit 32 (I-278) to 65th Pl/Exit 36 (I-278) due to accident.",40.715118,-73.951798,"Brooklyn","Kings","NY","2022-07-20 12:21:02","2022-07-20 13:21:00","US/Eastern",93,93,44,29.67,10,"W",8,0,"Fair","True","False","True","False","False","False","True",59.9666666666667,"Afternoon"
2,0.708,"Stationary traffic on I-94 E - Edsel Ford Fwy E from MI-3/Gratiot Ave/Exit 219 (I-94) to Conner St/Exit 220 (I-94) due to accident.",42.392127,-83.000093,"Detroit","Wayne","MI","2021-08-15 03:06:30","2021-08-15 05:02:30","US/Eastern",62,62,70,29.6,10,"CALM",0,0,"Fair","False","False","False","True","False","False","False",116,"Night"
2,0,"Right hand shoulder blocked due to accident on Vasco Rd Southbound at Dalton Ave.",37.726971,-121.724182,"Livermore","Alameda","CA","2021-06-01 06:26:34","2021-06-01 07:41:16","US/Pacific",63,63,63,29.49,10,"NW",5,0,"Fair","False","False","True","False","False","False","True",74.7,"Night"
2,2.931,"Stationary traffic on Southbay Fwy - CA-237 E from Fairoaks Ave/Java Dr/Persian Dr (CA-237) to N 1st St (CA-237) due to accident.",37.407509,-122.006246,"Sunnyvale","Santa Clara","CA","2023-01-25 17:03:30","2023-01-25 18:09:00","US/Pacific",63,63,42,30.26,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",65.5,"Afternoon"
2,1.125,"Slow traffic on I-15 S - US-89 S from exit [291] to exit [288] due to accident.",40.522265,-111.891305,"Draper","Salt Lake","UT","2021-11-17 18:51:00","2021-11-17 20:11:00","US/Mountain",34,34,56,26,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",80,"Evening"
2,0.813,"NYSDOT - Region 10: Crash on Sagtikos State Parkway northbound at Exit S2 - Crooked Hill Road; Pilgrim Psychiatric Hospital (Islip) right lane closed",40.793346,-73.278495,"Brentwood","Suffolk","NY","2022-12-10 16:54:00","2022-12-10 19:08:38","US/Eastern",37,32,70,30.28,10,"NE",7,0,"Cloudy","False","False","False","True","False","False","False",134.633333333333,"Afternoon"
2,2.186,"Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from AZ-101 Loop/99th Ave/Exit 133 (I-10) to 75th Ave/Exit 136 (I-10) due to accident.",33.462177,-112.253264,"Tolleson","Maricopa","AZ","2021-11-11 18:32:30","2021-11-11 19:25:00","US/Mountain",72,72,24,28.84,9,"SW",6,0,"Fair","False","False","False","False","False","False","False",52.5,"Evening"
2,0.368,"Stationary traffic on US-92 E - US-17 N - US-92 W - US-17 S - FL-50 from FL-527/N Magnolia Ave (FL-50) to N Mills Ave (FL-50) due to accident.",28.553187,-81.370509,"Orlando","Orange","FL","2021-02-27 05:07:30","2021-02-27 15:56:19","US/Eastern",70,70,87,30.04,10,"S",5,0,"Cloudy","False","False","True","False","False","False","False",648.816666666667,"Night"
2,2.834,"Stationary traffic on San Gabriel River Fwy N - I-605 N from CA-60/Pomona Fwy (I-605) to Ramona Blvd (I-605) due to accident.",34.038463,-118.02102,"La Puente","Los Angeles","CA","2022-01-23 17:07:00","2022-01-23 19:27:00","US/Pacific",71,71,17,29.99,10,"WNW",6,0,"Fair","False","False","False","False","False","False","False",140,"Afternoon"
2,14.048,"Slow traffic on Barstow Fwy S - I-15 S from Bear Valley Rd (I-15) to Kenwood Ave (I-15) due to accident.",34.443054,-117.367739,"Hesperia","San Bernardino","CA","2023-03-22 03:13:00","2023-03-22 08:25:30","US/Pacific",39,31,81,26.83,10,"S",14,0,"Cloudy","False","False","False","False","False","False","False",312.5,"Night"
2,0.379,"Stationary traffic on US-1 S from Dale Blvd (Jefferson Davis Hwy/US-1) to Cardinal Dr (Jefferson Davis Hwy/US-1) due to accident.",38.6172115800923,-77.2874557968269,"Woodbridge","Prince William","VA","2022-03-16 16:50:30","2022-03-16 17:10:30","US/Eastern",71,71,28,30.02,10,"SE",14,0,"Fair","False","False","False","False","False","False","False",20,"Afternoon"
2,0,"Accident on Commerce Rd at Bells Rd.",37.468121,-77.42849,"Richmond","Richmond City","VA","2021-01-04 06:53:31","2021-01-04 07:43:25","US/Eastern",36,36,100,29.77,5,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","True",49.9,"Night"
2,0,"Accident on US-190 Airline Hwy at US-190-BR Scenic Hwy.",30.508381,-91.173843,"Baton Rouge","East Baton Rouge","LA","2020-06-25 07:27:17","2020-06-25 08:28:34","US/Central",75,75,94,29.96,10,"E",3,0,"Fair","False","False","False","False","False","False","False",61.2833333333333,"Night"
2,0,"Accident on 21st Pl at Mcdowell Rd.",33.465771,-112.035728,"Phoenix","Maricopa","AZ","2019-04-01 08:16:33","2019-04-01 09:01:18","US/Mountain",65,65,18,28.81,10,"NE",6,0,"Mostly Cloudy","False","False","False","False","False","False","False",44.75,"Night"
2,0,"Right lane blocked due to accident on US-17 Southbound at Robert M Grissom Pkwy.",33.739407,-78.849365,"Myrtle Beach","Horry","SC","2022-01-13 18:17:42","2022-01-13 18:47:25","US/Eastern",51,51,66,29.79,10,"S",6,0,"Fair","False","False","False","False","False","False","False",29.7166666666667,"Evening"
2,0.333,"Accident on CA-49 from Pleasant Valley Rd (Nevada City) (CA-49) to Marysville Rd (CA-49).",39.358875,-121.120682,"North San Juan","Nevada","CA","2022-12-29 00:43:00","2022-12-29 03:39:00","US/Pacific",39,39,93,26.66,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False",176,"Night"
2,0.07,"Incident on MANOR DR near HOUSE 53 Drive with caution.",38.02676,-121.94751,"Bay Point","Contra Costa","CA","2022-10-12 15:34:00","2022-10-12 16:53:45","US/Pacific",78,78,43,29.96,10,"WNW",12,0,"Fair","False","False","False","False","False","False","True",79.75,"Afternoon"
2,0.228,"Incident on ROCHESTER HWY near KEOWEE LAKESHORE DR Expect delays.",34.720851,-82.921671,"Seneca","Oconee","SC","2021-04-01 12:13:57","2021-04-01 15:15:42","US/Eastern",48,43,32,29.23,10,"NW",12,0,"Fair","False","False","False","False","False","False","False",181.75,"Afternoon"
2,0.206,"NYSDOT - Region 11: Crash on I-495 westbound Exit 22A - Grand Central Parkwy (New York) 1 Center lane of 4 lanes blocked",40.7429587839091,-73.8397014137562,"Flushing","Queens","NY","2021-11-16 18:48:40","2021-11-16 20:54:14","US/Eastern",48,43,36,30.18,10,"W",12,0,"Fair","False","False","False","False","False","False","False",125.566666666667,"Evening"
2,2.64,"Slow traffic on I-85 S from SC-14/Exit 56 (I-85) to I-385/Exit 51 (I-85) due to accident.",34.867251,-82.237026,"Greer","Greenville","SC","2020-12-14 14:24:00","2020-12-14 17:26:38","US/Eastern",54,54,53,28.92,10,"N",13,0,"Fair","False","False","False","False","False","False","False",182.633333333333,"Afternoon"
2,2.839,"Stationary traffic on I-5 N - Santa Ana Fwy N from Garfield Ave exit [128A] to Atlantic Blvd South (I-710) exit [130A] due to accident.",33.979704,-118.128614,"Los Angeles","Los Angeles","CA","2021-10-31 19:06:30","2021-10-31 20:01:30","US/Pacific",61,61,78,29.8,8,"CALM",0,0,"Fair","False","False","False","True","False","False","True",55,"Evening"
2,0.012,"Accident from Warner Ave (Red Hill Ave) to Barranca Pkwy/E Dyer Rd (Red Hill Ave).",33.705706,-117.843282,"Irvine","Orange","CA","2022-01-12 21:24:00","2022-01-12 23:31:24","US/Pacific",60,60,53,30.13,10,"N",3,0,"Mostly Cloudy","False","False","False","False","False","False","True",127.4,"Evening"
2,0,"At Central Ave - Accident.",36.288074,-121.195248,"Greenfield","Monterey","CA","2019-09-21 23:49:00","2019-09-22 14:05:09","US/Pacific",62,62,67,29.83,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",856.15,"Night"
2,0.088,"Incident on US-90 near BISHOP POND RD Drive with caution.",30.727898,-86.133092,"Defuniak Springs","Walton","FL","2021-01-22 01:24:00","2021-01-22 02:39:13","US/Central",63,63,93,29.75,5,"CALM",0,0.02,"Light Rain","False","False","True","False","False","False","False",75.2166666666667,"Night"
2,0.207,"Stationary traffic from W Belt Line Rd (Coit Rd) to W Spring Valley Rd (Coit Rd) due to accident.",32.942795,-96.768991,"Dallas","Dallas","TX","2021-09-30 11:17:00","2021-09-30 11:38:00","US/Central",81,81,65,29.32,13,"SSE",9,0,"Mostly Cloudy","False","False","False","False","False","False","False",21,"Morning"
2,2.541,"Between CR-N77/Exit 83 and CR-P20/Exit 88 - Accident. Left lane closed.",41.49576,-94.45614,"Menlo","Adair","IA","2019-11-04 15:45:45","2019-11-04 16:15:20","US/Central",46,40,47,29.02,10,"WNW",12,0,"Mostly Cloudy","False","False","False","True","False","False","False",29.5833333333333,"Afternoon"
2,0.028,"Incident on US-17 NB near LAKE OF THE WOODS BLVD Left lane blocked.",28.652039,-81.348647,"Casselberry","Seminole","FL","2022-10-15 07:54:00","2022-10-15 09:16:26","US/Eastern",74,74,82,29.93,10,"NNE",5,0,"Mostly Cloudy","False","False","False","False","False","False","False",82.4333333333333,"Night"
2,0.957,"Motor Vehicle Accident (1 Vehicle) on I-95 Northbound between Exits 56 and 57. The right lane is closed. Reported Friday December 25 at 12:21 pm.",41.297398,-72.722555,"Guilford","New Haven","CT","2020-12-25 20:21:00","2020-12-25 22:06:00","US/Eastern",39,34,75,29.19,10,"SSW",8,0,"Partly Cloudy","False","False","False","False","False","False","False",105,"Evening"
2,0,"Accident on President St at IL-38 Roosevelt Rd.",41.85899,-88.091972,"Wheaton","DuPage","IL","2021-02-11 07:58:01","2021-02-11 08:27:43","US/Central",1,-16,60,29.61,10,"N",12,0,"Fair","False","False","True","False","False","False","True",29.7,"Night"
2,0.076,"Incident on CA-184 WB near NILES ST Expect delays.",35.376249,-118.912991,"Bakersfield","Kern","CA","2021-06-08 19:28:00","2021-06-08 22:31:44","US/Pacific",76,76,23,29.42,9,"NNW",8,0,"Fair","False","False","False","False","False","False","False",183.733333333333,"Evening"
2,0.213,"NJ Turnpike Auth.: Crash on Garden State Parkway northbound South of Exit 140 - US 22/NJ 82 (Union Twp) right lane blocked",40.686968,-74.273601,"Union","Union","NJ","2023-02-07 04:03:23","2023-02-07 06:11:52","US/Eastern",30,22,64,30.3,10,"N",9,0,"Fair","False","False","False","False","False","False","False",128.483333333333,"Night"
2,0.251,"Incident on LBJ EB near S LANCASTER RD Expect long delays.",32.646077,-96.785122,"Dallas","Dallas","TX","2022-03-24 16:10:37","2022-03-24 17:28:22","US/Central",65,65,20,29.21,10,"WNW",14,0,"Fair","False","False","False","False","False","False","False",77.75,"Afternoon"
2,4.53,"Slow traffic on I-105 W - Glenn Anderson Fwy W from Wilmington Ave (I-105) to Crenshaw Blvd (I-105) due to accident.",33.928869,-118.249278,"Los Angeles","Los Angeles","CA","2023-01-26 05:43:00","2023-01-26 10:29:00","US/Pacific",47,47,63,30.25,10,"CALM",0,0,"Fair","False","False","False","True","False","False","False",286,"Night"
2,1.041,"Incident on I-95 NB near MM 160 Left lane blocked.",38.6624658105914,-77.2759544845711,"Woodbridge","Prince William","VA","2022-04-29 06:07:32","2022-04-29 08:01:32","US/Eastern",33,33,82,30.15,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False",114,"Night"
2,0.12,"Incident on THREE CHOPT RD near ST CHRISTOPHERS RD RICH Drive with caution.",37.574214,-77.524546,"Richmond","Richmond (City)","VA","2022-03-14 14:32:35","2022-03-14 15:47:35","US/Eastern",62,62,28,30.19,10,"S",13,0,"Fair","False","False","False","False","False","False","False",75,"Afternoon"
2,0.025,"Incident on VICTORIA FALLS DR near J LAWSON BLVD Drive with caution.",28.370536,-81.325238,"Orlando","Orange","FL","2020-10-20 14:04:00","2020-10-20 16:19:09","US/Eastern",85,85,65,29.88,10,"ENE",15,0,"Mostly Cloudy","False","False","True","False","False","False","False",135.15,"Afternoon"
2,0.572,"A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.",45.388845,-118.319478,"La Grande","Union","OR","2020-11-09 02:55:01","2020-11-09 06:45:00","US/Pacific",34,30,59,27.33,10,"NNE",5,0,"Fair","False","False","False","False","False","False","False",229.983333333333,"Night"
2,8.005,"Incident on I-84 WB near MP 131 Drive with caution.",45.7021701333728,-120.331782102011,"Arlington","Gilliam","OR","2021-12-19 22:40:12","2021-12-20 00:25:12","US/Pacific",32,26,100,29.39,1,"NNE",7,0.04,"Light Snow","False","False","False","False","False","False","False",105,"Night"
2,0,"Accident on SC-707 Socastee Blvd at Dick Pond Rd.",33.682388,-79.000763,"Myrtle Beach","Horry","SC","2019-04-17 19:26:23","2019-04-17 19:55:18","US/Eastern",67,67,81,30.04,10,"S",12,0,"Fair","False","False","False","False","False","False","True",28.9166666666667,"Evening"
2,0,"Accident on Peoria Ave at 49th St.",36.092999,-95.975723,"Tulsa","Tulsa","OK","2021-11-17 18:51:27","2021-11-17 19:21:10","US/Central",53,53,31,29.5,10,"N",10,0,"Cloudy","False","False","True","False","False","False","False",29.7166666666667,"Evening"
2,0,"Accident on Wiltshire Ln at Oak Leigh Dr.",35.317429,-80.703239,"Charlotte","Mecklenburg","NC","2019-07-02 16:21:12","2019-07-02 16:50:58","US/Eastern",93,93,36,29.21,10,"NW",7,0,"Fair","False","False","False","False","False","False","False",29.7666666666667,"Afternoon"
2,0.691,"Incident on CA-60 WB near EUCLID AVE Drive with caution.",34.030591,-117.633308,"Ontario","San Bernardino","CA","2020-09-30 17:36:00","2020-09-30 18:55:07","US/Pacific",98,98,12,28.88,10,"W",13,0,"Fair","False","False","False","False","False","False","False",79.1166666666667,"Afternoon"
2,0.152,"Incident on CR-G12 near WERNER RD Expect delays.",36.881127,-121.746855,"Royal Oaks","Monterey","CA","2022-12-22 13:02:00","2022-12-22 14:19:39","US/Pacific",60,60,60,29.94,10,"SSE",5,0,"Fair","False","False","False","False","False","False","False",77.65,"Afternoon"
2,0,"Accident on LA-1248 Bluebonnet Blvd at Anselmo Ln.",30.38723,-91.093773,"Baton Rouge","East Baton Rouge","LA","2019-07-01 16:22:24","2019-07-01 17:22:08","US/Central",93,93,44,29.94,10,"VAR",3,0,"Fair","False","False","False","False","False","False","True",59.7333333333333,"Afternoon"
2,0.043,"Incident on GREENS RD near DEBBIE DR Drive with caution.",29.949719,-95.412621,"Houston","Harris","TX","2021-02-05 08:00:15","2021-02-05 09:57:15","US/Central",54,54,49,29.83,10,"NE",12,0,"Mostly Cloudy","False","False","False","False","False","False","False",117,"Night"
2,0.0819999999999999,"ConnDOT: Crash (2 Vehicle) on I-95 Northbound between Exits 83 and 85. The 3 left lanes are closed. Reported Saturday August 20 at 8:38 pm.",41.363637,-72.100621,"New London","Southeastern Connecticut","CT","2022-08-20 20:39:18","2022-08-20 23:09:10","US/Eastern",74,74,87,30.15,10,"S",6,0,"Fair","False","False","False","False","False","False","False",149.866666666667,"Evening"
2,0,"Accident on I-295 Southbound at Exit 47 Monument Rd.",30.340925,-81.541908,"Jacksonville","Duval","FL","2019-09-20 07:17:54","2019-09-20 10:24:16","US/Eastern",75,75,71,30.08,10,"ENE",6,0,"Fair","False","False","False","False","False","False","False",186.366666666667,"Night"
